actor_1_name,actor_2_name,actor_3_name,director_name,genres,plot_keywords,movie_title,comb
Robert De Niro,F. Murray Abraham,Geraldine Chaplin,Mary McGuckian,Drama|Romance,bridge|friar|inquisition|peru|rope bridge,the bridge of san luis rey,Robert De Niro F. Murray Abraham Geraldine Chaplin Mary McGuckian Drama|Romance bridge|friar|inquisition|peru|rope bridge
Dwayne Johnson,Tom Berenger,Mike Epps,George Tillman Jr.,Action|Crime|Drama|Thriller,gun|prison|reference to god|reference to jesus christ|vengeance,faster,Dwayne Johnson Tom Berenger Mike Epps George Tillman Jr. Action|Crime|Drama|Thriller gun|prison|reference to god|reference to jesus christ|vengeance
Christian Bale,Blythe Danner,Jean Simmons,Hayao Miyazaki,Adventure|Animation|Family|Fantasy,anime|castle|demon|steampunk|witch,howl's moving castle,Christian Bale Blythe Danner Jean Simmons Hayao Miyazaki Adventure|Animation|Family|Fantasy anime|castle|demon|steampunk|witch
Emma Stone,Bill Murray,Derek Graf,Ruben Fleischer,Adventure|Comedy|Horror|Sci-Fi,amusement park|on the road|zombie|zombie apocalypse|zombie spoof,zombieland,Emma Stone Bill Murray Derek Graf Ruben Fleischer Adventure|Comedy|Horror|Sci-Fi amusement park|on the road|zombie|zombie apocalypse|zombie spoof
Naomi Watts,Thomas Kretschmann,Evan Parke,Peter Jackson,Action|Adventure|Drama|Romance,animal name in title|ape abducts a woman|gorilla|island|king kong,king kong,Naomi Watts Thomas Kretschmann Evan Parke Peter Jackson Action|Adventure|Drama|Romance animal name in title|ape abducts a woman|gorilla|island|king kong
Adam Sandler,Clint Howard,Peter Dante,Frank Coraci,Comedy|Sport,coach|college|college football|domineering mother|football,the waterboy,Adam Sandler Clint Howard Peter Dante Frank Coraci Comedy|Sport coach|college|college football|domineering mother|football
Harrison Ford,Kenny Baker,Anthony Daniels,Irvin Kershner,Action|Adventure|Fantasy|Sci-Fi,duel|famous twist|rebel|rescue|snowy landscape,star wars: episode v - the empire strikes back,Harrison Ford Kenny Baker Anthony Daniels Irvin Kershner Action|Adventure|Fantasy|Sci-Fi duel|famous twist|rebel|rescue|snowy landscape
Will Smith,Tchéky Karyo,Theresa Randle,Michael Bay,Action|Comedy|Crime|Drama|Thriller,drugs|heroin|murder|police|witness,bad boys,Will Smith Tchéky Karyo Theresa Randle Michael Bay Action|Comedy|Crime|Drama|Thriller drugs|heroin|murder|police|witness
George Kennedy,Priscilla Presley,O.J. Simpson,David Zucker,Comedy|Crime,american president|evil industrialist|ex girlfriend|political leader|president,the naked gun 2½: the smell of fear,George Kennedy Priscilla Presley O.J. Simpson David Zucker Comedy|Crime american president|evil industrialist|ex girlfriend|political leader|president
Daniel Roebuck,Brendan Fehr,Kerr Smith,James Wong,Horror|Thriller,dead teenager|death|explosion|premonition|teenager,final destination,Daniel Roebuck Brendan Fehr Kerr Smith James Wong Horror|Thriller dead teenager|death|explosion|premonition|teenager
Ryan Gosling,Philip Seymour Hoffman,Jennifer Ehle,George Clooney,Drama,governor|intern|manager|ohio|politics,the ides of march,Ryan Gosling Philip Seymour Hoffman Jennifer Ehle George Clooney Drama governor|intern|manager|ohio|politics
Vin Diesel,Radha Mitchell,Cole Hauser,David Twohy,Horror|Sci-Fi,captain|darkness|eclipse|space|survival,pitch black,Vin Diesel Radha Mitchell Cole Hauser David Twohy Horror|Sci-Fi captain|darkness|eclipse|space|survival
Hugh Jackman,Ellen Barkin,Catherine Dent,Tony Goldwyn,Comedy|Romance,apartment|girl in panties|roommate|thong panties|upskirt,someone like you...,Hugh Jackman Ellen Barkin Catherine Dent Tony Goldwyn Comedy|Romance apartment|girl in panties|roommate|thong panties|upskirt
Scarlett Johansson,Brian Johnson,Matt Letscher,Spike Jonze,Drama|Romance|Sci-Fi,divorce|female frontal nudity|future|loneliness|operating system,her,Scarlett Johansson Brian Johnson Matt Letscher Spike Jonze Drama|Romance|Sci-Fi divorce|female frontal nudity|future|loneliness|operating system
Hugh Jackman,Taron Egerton,Tim McInnerny,Dexter Fletcher,Biography|Comedy|Drama|Sport,1988 winter olympics|coach|ski jumper|winter|winter olympics,eddie the eagle,Hugh Jackman Taron Egerton Tim McInnerny Dexter Fletcher Biography|Comedy|Drama|Sport 1988 winter olympics|coach|ski jumper|winter|winter olympics
Paul Walker,Jessica Bowman,Dell Yount,John Dahl,Mystery|Thriller,embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver,joy ride,Paul Walker Jessica Bowman Dell Yount John Dahl Mystery|Thriller embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver
Ioan Gruffudd,Keeley Hawes,Oliver Stark,Jonathan Newman,Adventure|Family|Fantasy,based on novel|drowning|hanging from a flagpole|hanging from a rope|magic,the adventurer: the curse of the midas box,Ioan Gruffudd Keeley Hawes Oliver Stark Jonathan Newman Adventure|Family|Fantasy based on novel|drowning|hanging from a flagpole|hanging from a rope|magic
Natalie Portman,Eva Amurri Martino,Shawn Hatosy,Wayne Wang,Comedy|Drama,family relationships|female protagonist|nubile woman|policeman|teenager,anywhere but here,Natalie Portman Eva Amurri Martino Shawn Hatosy Wayne Wang Comedy|Drama family relationships|female protagonist|nubile woman|policeman|teenager
Annabella Sciorra,Stark Sands,Terence Maynard,Andy Cadiff,Comedy|Romance,first daughter|photographer|prague|president|secret service agent,chasing liberty,Annabella Sciorra Stark Sands Terence Maynard Andy Cadiff Comedy|Romance first daughter|photographer|prague|president|secret service agent
Seymour Cassel,Dan Hedaya,Lainie Kazan,Michael Dinner,Comedy|Crime,beach|drug lord|drugs|hotel|stripper,the crew,Seymour Cassel Dan Hedaya Lainie Kazan Michael Dinner Comedy|Crime beach|drug lord|drugs|hotel|stripper
Channing Tatum,Michael Fassbender,Michael Angarano,Steven Soderbergh,Action|Thriller,die hard scenario|one woman army|rescue|soldier|super soldier,haywire,Channing Tatum Michael Fassbender Michael Angarano Steven Soderbergh Action|Thriller die hard scenario|one woman army|rescue|soldier|super soldier
Judith Barsi,Mario Van Peebles,Lynn Whitfield,Joseph Sargent,Adventure|Horror|Thriller,banana boat|boat|christmas|sea|shark,jaws: the revenge,Judith Barsi Mario Van Peebles Lynn Whitfield Joseph Sargent Adventure|Horror|Thriller banana boat|boat|christmas|sea|shark
Leonardo DiCaprio,Robert De Niro,Meryl Streep,Jerry Zaks,Drama,house|leukemia|mental institution|nursing home|transplant,marvin's room,Leonardo DiCaprio Robert De Niro Meryl Streep Jerry Zaks Drama house|leukemia|mental institution|nursing home|transplant
Tasha Smith,Dash Mihok,Garrett Morris,Fred Durst,Biography|Comedy|Drama|Family|Sport,absent father|american football|based on true story|middle school,the longshots,Tasha Smith Dash Mihok Garrett Morris Fred Durst Biography|Comedy|Drama|Family|Sport absent father|american football|based on true story|middle school
Stephen Rea,Ian Hart,James Bolam,Neil Jordan,Drama|Romance,breasts|jealousy|obsession|sex scene|spiritual,the end of the affair,Stephen Rea Ian Hart James Bolam Neil Jordan Drama|Romance breasts|jealousy|obsession|sex scene|spiritual
Vanessa Williams,Tia Carrere,Don Johnson,Simon Wincer,Action|Crime|Drama|Thriller|Western,bar|biker|cowboy|drugs|marlboro,harley davidson and the marlboro man,Vanessa Williams Tia Carrere Don Johnson Simon Wincer Action|Crime|Drama|Thriller|Western bar|biker|cowboy|drugs|marlboro
James Franco,Charlize Theron,Barry Corbin,Paul Haggis,Crime|Drama|Mystery|Thriller,detective|iraq|military|murder investigation|police,in the valley of elah,James Franco Charlize Theron Barry Corbin Paul Haggis Crime|Drama|Mystery|Thriller detective|iraq|military|murder investigation|police
Alessandro Nivola,Benoît Poelvoorde,Marie Gillain,Anne Fontaine,Biography|Drama,baron|fashion|hat|nickname|orphanage,coco before chanel,Alessandro Nivola Benoît Poelvoorde Marie Gillain Anne Fontaine Biography|Drama baron|fashion|hat|nickname|orphanage
Demi Moore,Landon Liboiron,Michael Wincott,Jon Cassar,Drama|Western,,forsaken,Demi Moore Landon Liboiron Michael Wincott Jon Cassar Drama|Western 
Tom Burke,Iben Hjejle,Gaye Brown,Stephen Frears,Comedy|Drama|Romance,age difference|courtesan|mansion|marriage|prostitute,chéri,Tom Burke Iben Hjejle Gaye Brown Stephen Frears Comedy|Drama|Romance age difference|courtesan|mansion|marriage|prostitute
Cole Hauser,Sarah Carter,Derek Luke,unknown,Action|Crime|Drama|Thriller,cheating wife|extramarital affair|female lead|undercover|unfaithfulness,rogue            ,Cole Hauser Sarah Carter Derek Luke unknown Action|Crime|Drama|Thriller cheating wife|extramarital affair|female lead|undercover|unfaithfulness
Romola Garai,Roger Lloyd Pack,Lillete Dubey,Mira Nair,Drama,aristocrat|english|painter|painting|singer,vanity fair,Romola Garai Roger Lloyd Pack Lillete Dubey Mira Nair Drama aristocrat|english|painter|painting|singer
Bingbing Fan,Simon Yam,Nicholas Tse,Teddy Chan,Action|Drama|History,giant|hong kong|hook and chain|knife fight|martial artist,bodyguards and assassins,Bingbing Fan Simon Yam Nicholas Tse Teddy Chan Action|Drama|History giant|hong kong|hook and chain|knife fight|martial artist
Drew Powell,Kim Thomson,Alexandra Silber,Mikael Håfström,Fantasy|Horror,book|debunking|evil|hotel|paranormal phenomena,1408,Drew Powell Kim Thomson Alexandra Silber Mikael Håfström Fantasy|Horror book|debunking|evil|hotel|paranormal phenomena
Joan Rivers,Dick Van Patten,Michael Winslow,Mel Brooks,Adventure|Comedy|Sci-Fi,parody|planet enclosed within shield|sci fi spoof|self referential|winnebago,spaceballs,Joan Rivers Dick Van Patten Michael Winslow Mel Brooks Adventure|Comedy|Sci-Fi parody|planet enclosed within shield|sci fi spoof|self referential|winnebago
Cem Yilmaz,Ryan Corr,Steve Bastoni,Russell Crowe,Drama|War,australian|battle|battle of gallipoli|gallipoli|world war one,the water diviner,Cem Yilmaz Ryan Corr Steve Bastoni Russell Crowe Drama|War australian|battle|battle of gallipoli|gallipoli|world war one
Demi Moore,Tony Goldwyn,Phil Leeds,Jerry Zucker,Drama|Fantasy|Romance|Thriller,death|film blanc|invisibility|love|unrequited love,ghost,Demi Moore Tony Goldwyn Phil Leeds Jerry Zucker Drama|Fantasy|Romance|Thriller death|film blanc|invisibility|love|unrequited love
Sarah Silverman,Lin Shaye,Richard Tyson,Bobby Farrelly,Comedy|Romance,accident|curtain call|dream girl|high school|prom,there's something about mary,Sarah Silverman Lin Shaye Richard Tyson Bobby Farrelly Comedy|Romance accident|curtain call|dream girl|high school|prom
Judge Reinhold,Eric Lloyd,Peter Boyle,John Pasquin,Comedy|Drama|Family|Fantasy,1990s|christmas|christmas eve|sleigh|surrealism,the santa clause,Judge Reinhold Eric Lloyd Peter Boyle John Pasquin Comedy|Drama|Family|Fantasy 1990s|christmas|christmas eve|sleigh|surrealism
Dennis Quaid,Jay Hernandez,Angus T. Jones,John Lee Hancock,Drama|Family|Sport,baseball|coach|high school|pitching|texas,the rookie,Dennis Quaid Jay Hernandez Angus T. Jones John Lee Hancock Drama|Family|Sport baseball|coach|high school|pitching|texas
Dwayne Johnson,Kyra Sedgwick,Madison Pettis,Andy Fickman,Comedy|Family|Sport,family relationships|football movie|publicist|sports team|tween girl,the game plan,Dwayne Johnson Kyra Sedgwick Madison Pettis Andy Fickman Comedy|Family|Sport family relationships|football movie|publicist|sports team|tween girl
Clint Eastwood,Meryl Streep,Debra Monk,Clint Eastwood,Drama|Romance,1960s|bridge|housewife|love|photographer,the bridges of madison county,Clint Eastwood Meryl Streep Debra Monk Clint Eastwood Drama|Romance 1960s|bridge|housewife|love|photographer
Louis Lombardi,Michael Papajohn,Colleen Haskell,Luke Greenfield,Comedy|Sci-Fi,camera focus on a female butt|cartoon on tv|forest|hairy buttocks|seal the animal,the animal,Louis Lombardi Michael Papajohn Colleen Haskell Luke Greenfield Comedy|Sci-Fi camera focus on a female butt|cartoon on tv|forest|hairy buttocks|seal the animal
Candice Bergen,Amrish Puri,John Gielgud,Richard Attenborough,Biography|Drama|History,british|india|indian|muslim|pakistan,gandhi,Candice Bergen Amrish Puri John Gielgud Richard Attenborough Biography|Drama|History british|india|indian|muslim|pakistan
Manish Dayal,Charlotte Le Bon,Juhi Chawla,Lasse Hallström,Comedy|Drama,chef|haute cuisine|indian cuisine|michelin guide|restaurant,the hundred-foot journey,Manish Dayal Charlotte Le Bon Juhi Chawla Lasse Hallström Comedy|Drama chef|haute cuisine|indian cuisine|michelin guide|restaurant
Ken Howard,Jeremy Northam,Ray McKinnon,Irwin Winkler,Action|Crime|Drama|Mystery|Thriller,chat room|computer|computer hacker|identity|identity theft,the net,Ken Howard Jeremy Northam Ray McKinnon Irwin Winkler Action|Crime|Drama|Mystery|Thriller chat room|computer|computer hacker|identity|identity theft
Dianne Wiest,Loretta Devine,Richard Schiff,Jessie Nelson,Drama,child custody|custody battle|disability|mentally impaired man|single father,i am sam,Dianne Wiest Loretta Devine Richard Schiff Jessie Nelson Drama child custody|custody battle|disability|mentally impaired man|single father
Roma Downey,Amber Rose Revah,Darwin Shaw,Christopher Spencer,Biography|Drama|History,bare chested male bondage|crucifixion|loincloth|reference to god|resurrection,son of god,Roma Downey Amber Rose Revah Darwin Shaw Christopher Spencer Biography|Drama|History bare chested male bondage|crucifixion|loincloth|reference to god|resurrection
Sophia Myles,Kevin Grevioux,Shane Brolly,Len Wiseman,Action|Fantasy|Thriller,blood|death|hybrid|vampire|werewolf,underworld,Sophia Myles Kevin Grevioux Shane Brolly Len Wiseman Action|Fantasy|Thriller blood|death|hybrid|vampire|werewolf
Denis O'Hare,RZA,Xzibit,Mikael Håfström,Drama|Thriller,drink|hotel|police|staged rape|thief,derailed,Denis O'Hare RZA Xzibit Mikael Håfström Drama|Thriller drink|hotel|police|staged rape|thief
Matt Damon,Joel McHale,Thomas F. Wilson,Steven Soderbergh,Comedy|Crime|Drama|Thriller,compulsive liar|fbi|informant|investigation|spy,the informant!,Matt Damon Joel McHale Thomas F. Wilson Steven Soderbergh Comedy|Crime|Drama|Thriller compulsive liar|fbi|informant|investigation|spy
Anthony Hopkins,James Frain,Julian Fellowes,Richard Attenborough,Biography|Drama|Romance,author|book|england|friend|oxford,shadowlands,Anthony Hopkins James Frain Julian Fellowes Richard Attenborough Biography|Drama|Romance author|book|england|friend|oxford
Carlos Ponce,Eddie Griffin,Charles Keating,Mike Bigelow,Comedy,dolphin|gigolo|pimp|serial killer|villain arrested,deuce bigalow: european gigolo,Carlos Ponce Eddie Griffin Charles Keating Mike Bigelow Comedy dolphin|gigolo|pimp|serial killer|villain arrested
Jack Reynor,Bobby Moynihan,Matthew Daddario,Ken Scott,Comedy|Drama,children|identity|lawsuit|lawyer|sperm donor,delivery man,Jack Reynor Bobby Moynihan Matthew Daddario Ken Scott Comedy|Drama children|identity|lawsuit|lawyer|sperm donor
Daniel Radcliffe,Spencer Wilding,Daniel Mays,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,assistant|experiment|frankenstein|medical student|scientist,victor frankenstein,Daniel Radcliffe Spencer Wilding Daniel Mays Paul McGuigan Drama|Horror|Sci-Fi|Thriller assistant|experiment|frankenstein|medical student|scientist
Radivoje Bukvic,Pawel Szajda,Grigoriy Dobrygin,Susanna White,Thriller,based on novel|male frontal nudity|male nudity|male rear nudity,our kind of traitor,Radivoje Bukvic Pawel Szajda Grigoriy Dobrygin Susanna White Thriller based on novel|male frontal nudity|male nudity|male rear nudity
Amanda Detmer,Neil Diamond,Kyle Gass,Dennis Dugan,Comedy|Crime|Romance,female nudity|friend|kidnapping|love|nun,saving silverman,Amanda Detmer Neil Diamond Kyle Gass Dennis Dugan Comedy|Crime|Romance female nudity|friend|kidnapping|love|nun
Zachary Gordon,Rachael Harris,Karan Brar,David Bowers,Comedy|Family,best friend|camping|country club|no opening credits|summer vacation,diary of a wimpy kid: dog days,Zachary Gordon Rachael Harris Karan Brar David Bowers Comedy|Family best friend|camping|country club|no opening credits|summer vacation
Mira Sorvino,Jennifer Esposito,Mike Starr,Spike Lee,Crime|Drama|Romance|Thriller,distrust|fear|murder|neighborhood|new york city,summer of sam,Mira Sorvino Jennifer Esposito Mike Starr Spike Lee Crime|Drama|Romance|Thriller distrust|fear|murder|neighborhood|new york city
Will Ferrell,Shannon Elizabeth,Jason Mewes,Kevin Smith,Comedy,internet|jay and silent bob|new jersey|orangutan|police,jay and silent bob strike back,Will Ferrell Shannon Elizabeth Jason Mewes Kevin Smith Comedy internet|jay and silent bob|new jersey|orangutan|police
Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,clone|environment|escape|island|lottery,the island,Scarlett Johansson Steve Buscemi Djimon Hounsou Michael Bay Action|Adventure|Romance|Sci-Fi|Thriller clone|environment|escape|island|lottery
Chris Noth,Bruce Dern,Trevor Morgan,Daniel Sackheim,Crime|Drama|Mystery|Thriller,car|car accident|death|friend|glass,the glass house,Chris Noth Bruce Dern Trevor Morgan Daniel Sackheim Crime|Drama|Mystery|Thriller car|car accident|death|friend|glass
Scarlett Johansson,Channing Tatum,Alden Ehrenreich,Ethan Coen,Comedy|Mystery,50s|film within a film|hollywood|illegitimate pregnancy|twins,"hail, caesar!",Scarlett Johansson Channing Tatum Alden Ehrenreich Ethan Coen Comedy|Mystery 50s|film within a film|hollywood|illegitimate pregnancy|twins
Rosario Dawson,Paulo Costanzo,Aries Spears,Harry Elfont,Comedy|Music,based on tv series|fictional band|girl band|music industry|pop band,josie and the pussycats,Rosario Dawson Paulo Costanzo Aries Spears Harry Elfont Comedy|Music based on tv series|fictional band|girl band|music industry|pop band
Jason Statham,James Franco,Frank Grillo,Gary Fleder,Action|Crime|Drama|Thriller,biker|biker gang|dea|dea agent|fight,homefront,Jason Statham James Franco Frank Grillo Gary Fleder Action|Crime|Drama|Thriller biker|biker gang|dea|dea agent|fight
Richard E. Grant,Jim Carter,Alice Krige,Uli Edel,Adventure|Comedy|Family|Fantasy,boy|pushed off a cliff|rat|secret passage|vampire,the little vampire,Richard E. Grant Jim Carter Alice Krige Uli Edel Adventure|Comedy|Family|Fantasy boy|pushed off a cliff|rat|secret passage|vampire
Naomi Watts,Lily Tomlin,Isabelle Huppert,David O. Russell,Comedy,coincidence|cult film|overalls|suburb|vomiting,i heart huckabees,Naomi Watts Lily Tomlin Isabelle Huppert David O. Russell Comedy coincidence|cult film|overalls|suburb|vomiting
CCH Pounder,Rip Torn,Mako,Fred Dekker,Action|Crime|Sci-Fi|Thriller,android|corporation|ninja|police|robocop,robocop 3,CCH Pounder Rip Torn Mako Fred Dekker Action|Crime|Sci-Fi|Thriller android|corporation|ninja|police|robocop
Michael Biehn,Udo Kier,Franco Nero,Brian Trenchard-Smith,Action|Adventure|Fantasy|Sci-Fi|Thriller,armageddon|battle|end times|reference to satan|sequel,megiddo: the omega code 2,Michael Biehn Udo Kier Franco Nero Brian Trenchard-Smith Action|Adventure|Fantasy|Sci-Fi|Thriller armageddon|battle|end times|reference to satan|sequel
Rock Hudson,Vernon Dobtcheff,Jeremy Kemp,Blake Edwards,Comedy|Drama|Musical|Romance|War,crepe suzette|french|mata hari spoof|song|spy,darling lili,Rock Hudson Vernon Dobtcheff Jeremy Kemp Blake Edwards Comedy|Drama|Musical|Romance|War crepe suzette|french|mata hari spoof|song|spy
Brendan Fraser,Alex Rocco,Eric Idle,Hugh Wilson,Comedy|Family|Romance,gold|gold rush|mirror|police officer|singer,dudley do-right,Brendan Fraser Alex Rocco Eric Idle Hugh Wilson Comedy|Family|Romance gold|gold rush|mirror|police officer|singer
Ed Skrein,Noémie Lenoir,Radivoje Bukvic,Camille Delamarre,Action|Crime|Thriller,airfield|car|car stunt|driver|private jet,the transporter refueled,Ed Skrein Noémie Lenoir Radivoje Bukvic Camille Delamarre Action|Crime|Thriller airfield|car|car stunt|driver|private jet
Johnny Depp,Jack Davenport,Richard Coyle,Laurence Dunmore,Drama|Romance,ambassador|charles ii|earl|mistress|poet,the libertine,Johnny Depp Jack Davenport Richard Coyle Laurence Dunmore Drama|Romance ambassador|charles ii|earl|mistress|poet
Michiel Huisman,Sebastian Koch,Christian Berkel,Paul Verhoeven,Drama|Thriller|War,boat|escape|hiding|nazi|resistance,black book,Michiel Huisman Sebastian Koch Christian Berkel Paul Verhoeven Drama|Thriller|War boat|escape|hiding|nazi|resistance
Gary Lewis,Dany Boon,Ian Richardson,Christian Carion,Drama|History|Music|Romance|War,christmas|no man's land|soldier|trench|world war one,joyeux noel,Gary Lewis Dany Boon Ian Richardson Christian Carion Drama|History|Music|Romance|War christmas|no man's land|soldier|trench|world war one
Bradley Cooper,Tom Arnold,Beau Bridges,David Palmer,Action|Comedy|Romance,gay cop|getaway driver|masturbation|penis|witness protection,hit and run,Bradley Cooper Tom Arnold Beau Bridges David Palmer Action|Comedy|Romance gay cop|getaway driver|masturbation|penis|witness protection
Stephen Root,Ted Danson,Roger Cross,Callie Khouri,Comedy|Crime|Thriller,bank|federal reserve bank|money|security guard|shredder,mad money,Stephen Root Ted Danson Roger Cross Callie Khouri Comedy|Crime|Thriller bank|federal reserve bank|money|security guard|shredder
Colin Firth,Ben Crompton,Anne-Marie Duff,Rowan Joffe,Drama|Mystery|Thriller,amnesia|female nudity|infidelity|nudity|therapist,before i go to sleep,Colin Firth Ben Crompton Anne-Marie Duff Rowan Joffe Drama|Mystery|Thriller amnesia|female nudity|infidelity|nudity|therapist
Roy Scheider,Joe Spinell,Amidou,William Friedkin,Adventure|Drama|Thriller,fire|jungle|money|oil drilling|truck,sorcerer,Roy Scheider Joe Spinell Amidou William Friedkin Adventure|Drama|Thriller fire|jungle|money|oil drilling|truck
Robert De Niro,Milla Jovovich,Frances Conroy,John Curran,Drama|Thriller,arsonist|blood splatter on face|deception|parole|parole officer,stone,Robert De Niro Milla Jovovich Frances Conroy John Curran Drama|Thriller arsonist|blood splatter on face|deception|parole|parole officer
Romain Duris,Ludivine Sagnier,Fabrice Luchini,Laurent Tirard,Comedy|History,deathbed|play|playwright|prison|theater,molière,Romain Duris Ludivine Sagnier Fabrice Luchini Laurent Tirard Comedy|History deathbed|play|playwright|prison|theater
Christian Bale,Sam Shepard,Dendrie Taylor,Scott Cooper,Crime|Drama|Thriller,ambiguous ending|brother brother relationship|drug dealer|fight club|revenge,out of the furnace,Christian Bale Sam Shepard Dendrie Taylor Scott Cooper Crime|Drama|Thriller ambiguous ending|brother brother relationship|drug dealer|fight club|revenge
Tom Wilkinson,Denis O'Hare,Sydney Pollack,Tony Gilroy,Crime|Drama|Mystery|Thriller,attorney|debt|fixer|law|law firm,michael clayton,Tom Wilkinson Denis O'Hare Sydney Pollack Tony Gilroy Crime|Drama|Mystery|Thriller attorney|debt|fixer|law|law firm
Wilford Brimley,Bradley Whitford,Sela Ward,Peter Segal,Adventure|Comedy,gay pride|highway travel|president|road movie|u.s. president,my fellow americans,Wilford Brimley Bradley Whitford Sela Ward Peter Segal Adventure|Comedy gay pride|highway travel|president|road movie|u.s. president
Jeff Bridges,Spencer Treat Clark,Hope Davis,Mark Pellington,Crime|Drama|Thriller,death|fbi|fbi agent|neighbor|professor,arlington road,Jeff Bridges Spencer Treat Clark Hope Davis Mark Pellington Crime|Drama|Thriller death|fbi|fbi agent|neighbor|professor
Pablo Rago,Diego Ramos,Gabriel Almirón,Juan José Campanella,Adventure|Animation|Family|Sport,funfair|luna park|table football|toy comes to life|wig,underdogs,Pablo Rago Diego Ramos Gabriel Almirón Juan José Campanella Adventure|Animation|Family|Sport funfair|luna park|table football|toy comes to life|wig
Ornella Muti,Judy Davis,Alessandra Mastronardi,Woody Allen,Comedy|Romance,architect|celebrity|prostitute|shower|tourist,to rome with love,Ornella Muti Judy Davis Alessandra Mastronardi Woody Allen Comedy|Romance architect|celebrity|prostitute|shower|tourist
Clint Eastwood,Warren Clarke,Kenneth Colley,Clint Eastwood,Action|Adventure|Thriller,fighter plane|jet fighter|refueling|russia|soviet union,firefox,Clint Eastwood Warren Clarke Kenneth Colley Clint Eastwood Action|Adventure|Thriller fighter plane|jet fighter|refueling|russia|soviet union
Minnie Driver,Eric Idle,Trey Parker,Trey Parker,Animation|Comedy|Fantasy|Musical,boy|canada|hell|misunderstanding|refrence to liza minnelli,south park: bigger longer & uncut,Minnie Driver Eric Idle Trey Parker Trey Parker Animation|Comedy|Fantasy|Musical boy|canada|hell|misunderstanding|refrence to liza minnelli
Peter Dinklage,Ewen Bremner,Kris Marshall,Frank Oz,Comedy,end credits roll call|four word title|funeral|secret|uncle,death at a funeral,Peter Dinklage Ewen Bremner Kris Marshall Frank Oz Comedy end credits roll call|four word title|funeral|secret|uncle
Paige Turco,John Aylward,Matt Hill,Stuart Gillard,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,battle|japan|magic|samurai|turtle,teenage mutant ninja turtles iii,Paige Turco John Aylward Matt Hill Stuart Gillard Action|Adventure|Comedy|Family|Fantasy|Sci-Fi battle|japan|magic|samurai|turtle
Keanu Reeves,D.B. Sweeney,DeWayne Warren,Brian Robbins,Drama|Sport,coach|gambling|housing project|little league|little league baseball,hardball,Keanu Reeves D.B. Sweeney DeWayne Warren Brian Robbins Drama|Sport coach|gambling|housing project|little league|little league baseball
Jennifer Lawrence,Robert De Niro,Bradley Cooper,David O. Russell,Comedy|Drama|Romance,adulterous wife|bipolar disorder|obsessive compulsive personality disorder|unhappy marriage|widow,silver linings playbook,Jennifer Lawrence Robert De Niro Bradley Cooper David O. Russell Comedy|Drama|Romance adulterous wife|bipolar disorder|obsessive compulsive personality disorder|unhappy marriage|widow
Hunter Parrish,Scott Glenn,Imelda Staunton,Richard LaGravenese,Biography|Crime|Drama,gang violence|high school|journal|marriage|teacher,freedom writers,Hunter Parrish Scott Glenn Imelda Staunton Richard LaGravenese Biography|Crime|Drama gang violence|high school|journal|marriage|teacher
Omari Hardwick,Loretta Devine,Kimberly Elise,Tyler Perry,Drama,african american protagonist|female protagonist|multi protagonist|poem|three word title,for colored girls,Omari Hardwick Loretta Devine Kimberly Elise Tyler Perry Drama african american protagonist|female protagonist|multi protagonist|poem|three word title
Jason Statham,Qi Shu,Matt Schulze,Louis Leterrier,Action|Crime|Thriller,bar|gunfight|human trafficking|mixed martial arts|tire iron,the transporter,Jason Statham Qi Shu Matt Schulze Louis Leterrier Action|Crime|Thriller bar|gunfight|human trafficking|mixed martial arts|tire iron
Djimon Hounsou,Neil Brown Jr.,Leslie Hope,Jeff Wadlow,Action|Drama|Sport,club|fight|fighting|high school|mixed martial arts,never back down,Djimon Hounsou Neil Brown Jr. Leslie Hope Jeff Wadlow Action|Drama|Sport club|fight|fighting|high school|mixed martial arts
Jason London,Rachel Blanchard,Eddie Kaye Thomas,Katt Shea,Horror|Sci-Fi|Thriller,high school|party|prom|suicide|teenage girl,the rage: carrie 2,Jason London Rachel Blanchard Eddie Kaye Thomas Katt Shea Horror|Sci-Fi|Thriller high school|party|prom|suicide|teenage girl
Chris Harrison,unknown,unknown,unknown,Game-Show|Reality-TV|Romance,bachelor|seeking love|single guy|tv host|women rivals for man,the bachelor            ,Chris Harrison unknown unknown unknown Game-Show|Reality-TV|Romance bachelor|seeking love|single guy|tv host|women rivals for man
Catherine O'Hara,Jim Gaffigan,Carmen Ejogo,Sam Mendes,Comedy|Drama|Romance,baby|children|friend|love|road trip,away we go,Catherine O'Hara Jim Gaffigan Carmen Ejogo Sam Mendes Comedy|Drama|Romance baby|children|friend|love|road trip
Madeline Carroll,Judge Reinhold,Nathan Lane,Joshua Michael Stern,Comedy|Drama,ballot|election|new mexico|vote|voting,swing vote,Madeline Carroll Judge Reinhold Nathan Lane Joshua Michael Stern Comedy|Drama ballot|election|new mexico|vote|voting
